Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
436,436,Work was exhausting.,neutral,2023-10-21 21:00:00,User15,Twitter,#Chill #Travel #Family,32,480,India,2023,10,21,21
437,437,Stuck in traffic for hours.,negative,2023-07-28 10:00:00,User6,Instagram,#Family #Fun,14,491,USA,2023,7,28,10
438,438,Went for a long walk.,positive,2023-06-07 23:00:00,User16,Instagram,#Life #Sad,99,457,UK,2023,6,7,23
439,439,Feeling a bit under the weather.,positive,2023-08-26 11:00:00,User9,Instagram,#Food #Happy #Life,33,123,India,2023,8,26,11
440,440,Watched a new movie.,positive,2023-06-12 19:00:00,User10,Instagram,#Sad #Fun #Happy,60,180,Australia,2023,6,12,19
441,441,Cooked a new recipe.,positive,2023-04-13 01:00:00,User11,Twitter,#Food,8,33,Canada,2023,4,13,1
442,442,Had a great day at the beach!,negative,2023-04-05 07:00:00,User14,Instagram,#Life #Sad #Travel,28,352,USA,2023,4,5,7
443,443,Missed my train this morning.,positive,2023-05-27 12:00:00,User5,Instagram,#Sad #Friends #Fun,92,448,UK,2023,5,27,12
444,444,Went for a long walk.,positive,2023-06-02 01:00:00,User12,Facebook,#Work #Family,92,123,India,2023,6,2,1
445,445,Had a disappointing experience.,positive,2023-10-11 09:00:00,User6,Twitter,#Food,75,93,USA,2023,10,11,9
446,446,Went for a long walk.,neutral,2023-05-13 11:00:00,User19,Facebook,#Work,30,80,Canada,2023,5,13,11
447,447,Stuck in traffic for hours.,neutral,2023-07-21 14:00:00,User17,Twitter,#Happy #Fun,31,459,UK,2023,7,21,14
448,448,Looking forward to tomorrow.,neutral,2023-04-14 22:00:00,User13,Instagram,#Food #Friends,67,474,Australia,2023,4,14,22
449,449,Just finished reading a book.,neutral,2023-08-25 22:00:00,User20,Twitter,#Food,57,472,USA,2023,8,25,22
450,450,Looking forward to tomorrow.,neutral,2023-12-20 21:00:00,User17,Facebook,#Work #Chill #Sad,71,313,India,2023,12,20,21
451,451,Work was exhausting.,positive,2023-01-21 09:00:00,User7,Instagram,#Family #Chill #Work,22,42,USA,2023,1,21,9
452,452,Watched a new movie.,positive,2023-02-15 06:00:00,User5,Facebook,#Work,20,4,India,2023,2,15,6
453,453,Enjoyed a delicious meal.,negative,2023-05-07 13:00:00,User16,Instagram,#Friends #Fun #Chill,67,11,Canada,2023,5,7,13
454,454,Feeling grateful today.,neutral,2023-02-14 23:00:00,User10,Facebook,#Family,25,365,India,2023,2,14,23
455,455,The weather is amazing today.,neutral,2023-03-10 10:00:00,User3,Twitter,#Work,48,452,India,2023,3,10,10
456,456,Stuck in traffic for hours.,neutral,2023-02-16 14:00:00,User10,Instagram,#Fun #Chill,57,341,USA,2023,2,16,14
457,457,Cooked a new recipe.,neutral,2023-10-05 12:00:00,User3,Twitter,#Fun #Happy,3,191,India,2023,10,5,12
458,458,Went for a long walk.,neutral,2023-07-19 20:00:00,User10,Instagram,#Food #Family,99,98,Canada,2023,7,19,20
459,459,The weather is amazing today.,positive,2023-06-23 00:00:00,User13,Facebook,#Work #Fun #Food,78,425,UK,2023,6,23,0
460,460,Had a great day at the beach!,negative,2023-07-12 10:00:00,User15,Facebook,#Chill #Fun,91,123,UK,2023,7,12,10
461,461,Stuck in traffic for hours.,positive,2023-01-26 20:00:00,User15,Twitter,#Friends #Fun,40,36,Australia,2023,1,26,20
462,462,The weather is amazing today.,neutral,2023-09-26 00:00:00,User10,Twitter,#Food,21,27,USA,2023,9,26,0
463,463,Just finished reading a book.,neutral,2023-10-16 13:00:00,User18,Instagram,#Travel #Work,25,197,UK,2023,10,16,13
464,464,Watched a new movie.,positive,2023-08-06 00:00:00,User20,Twitter,#Family #Travel,0,81,UK,2023,8,6,0
465,465,Just finished reading a book.,negative,2023-03-25 17:00:00,User13,Instagram,#Chill #Sad,100,330,Australia,2023,3,25,17
466,466,Met some old friends today.,neutral,2023-04-19 04:00:00,User10,Instagram,#Life #Fun,23,453,Australia,2023,4,19,4
467,467,Just finished reading a book.,positive,2023-01-13 05:00:00,User1,Twitter,#Life #Chill #Friends,90,446,Canada,2023,1,13,5
468,468,Bought a new gadget.,neutral,2023-07-21 18:00:00,User2,Instagram,#Family #Fun #Work,64,258,UK,2023,7,21,18
469,469,Went for a long walk.,positive,2023-04-05 04:00:00,User15,Facebook,#Work #Sad,64,335,USA,2023,4,5,4
470,470,Feeling grateful today.,positive,2023-11-19 10:00:00,User20,Facebook,#Work #Travel,31,26,Canada,2023,11,19,10
471,471,Work was exhausting.,negative,2023-03-07 12:00:00,User9,Instagram,#Life,77,34,UK,2023,3,7,12
472,472,Watched a new movie.,positive,2023-10-29 10:00:00,User19,Instagram,#Chill #Food #Family,85,324,USA,2023,10,29,10
473,473,Bought a new gadget.,neutral,2023-05-12 22:00:00,User5,Twitter,#Food #Work,97,477,USA,2023,5,12,22
474,474,Just finished reading a book.,positive,2023-07-08 07:00:00,User14,Instagram,#Food #Work #Fun,40,36,Australia,2023,7,8,7
475,475,Met some old friends today.,neutral,2023-12-01 15:00:00,User7,Facebook,#Happy,86,360,UK,2023,12,1,15
476,476,Just finished reading a book.,positive,2023-01-02 02:00:00,User6,Facebook,#Chill #Travel,18,444,Australia,2023,1,2,2
477,477,Had a great day at the beach!,positive,2023-04-19 00:00:00,User19,Facebook,#Happy,80,136,Canada,2023,4,19,0
478,478,Looking forward to tomorrow.,negative,2023-05-20 13:00:00,User12,Twitter,#Chill #Life,48,253,Canada,2023,5,20,13
479,479,Work was exhausting.,positive,2023-10-18 18:00:00,User5,Twitter,#Sad #Work,11,387,Australia,2023,10,18,18
480,480,Stuck in traffic for hours.,negative,2023-08-09 10:00:00,User11,Facebook,#Friends #Fun #Food,63,497,India,2023,8,9,10
481,481,Excited for the weekend!,neutral,2023-07-27 04:00:00,User5,Twitter,#Happy #Travel,29,169,UK,2023,7,27,4
482,482,Bought a new gadget.,positive,2023-08-22 02:00:00,User8,Facebook,#Work,76,394,Australia,2023,8,22,2
483,483,Lost my keys again.,positive,2023-05-03 15:00:00,User13,Facebook,#Sad,7,411,UK,2023,5,3,15
484,484,Had a productive meeting.,positive,2023-04-03 01:00:00,User11,Twitter,#Work #Travel #Chill,65,467,Australia,2023,4,3,1
485,485,Work was exhausting.,neutral,2023-04-26 18:00:00,User17,Instagram,#Work,85,137,UK,2023,4,26,18
486,486,Had a disappointing experience.,negative,2023-06-19 20:00:00,User18,Twitter,#Chill,7,201,India,2023,6,19,20
487,487,Feeling grateful today.,neutral,2023-09-24 16:00:00,User7,Twitter,#Friends,97,53,Canada,2023,9,24,16
488,488,Met some old friends today.,positive,2023-07-03 01:00:00,User10,Instagram,#Fun #Family #Food,16,241,India,2023,7,3,1
489,489,Nothing much happened today.,negative,2023-12-08 14:00:00,User8,Facebook,#Friends #Family,58,474,Canada,2023,12,8,14
490,490,Work was exhausting.,neutral,2023-05-23 15:00:00,User20,Instagram,#Food #Sad,85,258,Canada,2023,5,23,15
491,491,Met some old friends today.,neutral,2023-06-09 07:00:00,User6,Twitter,#Chill,89,347,USA,2023,6,9,7
492,492,Had a great day at the beach!,negative,2023-03-10 15:00:00,User4,Instagram,#Fun #Happy #Work,11,71,USA,2023,3,10,15
493,493,Had a productive meeting.,negative,2023-12-28 08:00:00,User2,Facebook,#Sad,32,414,Canada,2023,12,28,8
494,494,Feeling grateful today.,positive,2023-02-20 03:00:00,User13,Twitter,#Fun #Travel #Work,48,78,Australia,2023,2,20,3
495,495,Lost my keys again.,positive,2023-10-12 19:00:00,User14,Twitter,#Fun #Family,26,437,India,2023,10,12,19
496,496,Missed my train this morning.,negative,2023-06-09 15:00:00,User4,Twitter,#Sad #Life,58,282,Canada,2023,6,9,15
497,497,Watched a new movie.,negative,2023-06-30 22:00:00,User19,Twitter,#Work,40,60,UK,2023,6,30,22
498,498,Just finished reading a book.,neutral,2023-07-26 02:00:00,User17,Twitter,#Family #Travel,30,29,Canada,2023,7,26,2
499,499,Had a disappointing experience.,positive,2023-05-25 22:00:00,User17,Twitter,#Friends #Sad,23,279,USA,2023,5,25,22
500,500,Feeling a bit under the weather.,positive,2023-03-16 21:00:00,User18,Instagram,#Chill #Fun #Happy,25,303,Australia,2023,3,16,21
501,501,Went for a long walk.,neutral,2023-07-05 20:00:00,User2,Instagram,#Fun #Life #Friends,27,426,UK,2023,7,5,20
502,502,Stuck in traffic for hours.,positive,2023-01-23 00:00:00,User12,Twitter,#Food #Travel,25,88,India,2023,1,23,0
503,503,Had a great day at the beach!,neutral,2023-12-23 21:00:00,User20,Facebook,#Friends #Family #Work,52,308,UK,2023,12,23,21
504,504,Watched a new movie.,neutral,2023-02-17 15:00:00,User7,Facebook,#Friends #Chill #Fun,57,413,USA,2023,2,17,15
505,505,Met some old friends today.,neutral,2023-08-19 23:00:00,User1,Facebook,#Food #Fun,85,440,UK,2023,8,19,23
506,506,Looking forward to tomorrow.,negative,2023-02-20 03:00:00,User15,Instagram,#Sad #Family #Friends,27,99,Australia,2023,2,20,3
507,507,Work was exhausting.,neutral,2023-01-12 09:00:00,User15,Instagram,#Work #Friends,56,38,USA,2023,1,12,9
508,508,The weather is amazing today.,positive,2023-07-09 10:00:00,User18,Twitter,#Life #Fun,77,413,Australia,2023,7,9,10
509,509,Missed my train this morning.,negative,2023-01-06 00:00:00,User5,Instagram,#Work,2,155,UK,2023,1,6,0
510,510,Excited for the weekend!,neutral,2023-07-02 01:00:00,User6,Instagram,#Sad,14,226,USA,2023,7,2,1
511,511,Had a great day at the beach!,neutral,2023-08-21 06:00:00,User14,Instagram,#Food #Life #Work,28,97,USA,2023,8,21,6
512,512,Went for a long walk.,positive,2023-07-28 08:00:00,User15,Instagram,#Friends,81,130,Australia,2023,7,28,8
513,513,Just finished reading a book.,negative,2023-12-12 08:00:00,User2,Twitter,#Food,57,44,Canada,2023,12,12,8
514,514,Watched a new movie.,negative,2023-08-14 07:00:00,User6,Instagram,#Travel,32,402,UK,2023,8,14,7
515,515,Missed my train this morning.,neutral,2023-09-19 14:00:00,User19,Instagram,#Chill #Friends #Travel,73,70,UK,2023,9,19,14
516,516,Just finished reading a book.,negative,2023-06-06 12:00:00,User7,Twitter,#Friends,51,90,UK,2023,6,6,12
517,517,Stuck in traffic for hours.,positive,2023-06-20 08:00:00,User16,Twitter,#Fun,10,318,Canada,2023,6,20,8
518,518,Went for a long walk.,negative,2023-02-12 06:00:00,User6,Instagram,#Sad,64,187,India,2023,2,12,6
519,519,Bought a new gadget.,neutral,2023-01-11 06:00:00,User19,Twitter,#Travel,24,452,UK,2023,1,11,6
520,520,Feeling grateful today.,negative,2023-01-30 06:00:00,User11,Instagram,#Friends #Work,50,459,Australia,2023,1,30,6
521,521,Work was exhausting.,neutral,2023-05-10 14:00:00,User10,Twitter,#Happy #Friends #Work,86,343,Australia,2023,5,10,14
522,522,Feeling grateful today.,positive,2023-08-23 03:00:00,User1,Facebook,#Happy #Friends,36,456,UK,2023,8,23,3
523,523,Stuck in traffic for hours.,negative,2023-12-17 07:00:00,User2,Instagram,#Travel #Chill,38,116,USA,2023,12,17,7
524,524,Enjoyed a delicious meal.,positive,2023-09-19 16:00:00,User12,Facebook,#Food #Chill,73,488,USA,2023,9,19,16
525,525,Had a great day at the beach!,negative,2023-11-19 09:00:00,User10,Instagram,#Fun,73,151,Australia,2023,11,19,9
526,526,Excited for the weekend!,negative,2023-01-27 11:00:00,User5,Instagram,#Work #Life,9,84,Canada,2023,1,27,11
527,527,Looking forward to tomorrow.,negative,2023-12-04 20:00:00,User14,Instagram,#Food #Sad #Fun,83,295,Canada,2023,12,4,20
528,528,Had a great day at the beach!,negative,2023-03-07 05:00:00,User6,Facebook,#Fun #Happy #Travel,24,64,UK,2023,3,7,5
529,529,Work was exhausting.,positive,2023-10-10 05:00:00,User4,Instagram,#Work #Fun #Happy,42,383,India,2023,10,10,5
530,530,Had a productive meeting.,negative,2023-09-10 06:00:00,User2,Facebook,#Family,32,128,UK,2023,9,10,6
531,531,Watched a new movie.,negative,2023-02-16 15:00:00,User4,Facebook,#Travel,60,149,India,2023,2,16,15
532,532,Enjoyed a delicious meal.,neutral,2023-10-20 16:00:00,User9,Instagram,#Life #Travel #Happy,73,437,USA,2023,10,20,16
533,533,Nothing much happened today.,neutral,2023-12-05 09:00:00,User11,Facebook,#Work,48,118,India,2023,12,5,9
534,534,Work was exhausting.,negative,2023-12-14 18:00:00,User5,Facebook,#Fun #Happy #Friends,91,82,USA,2023,12,14,18
535,535,Went for a long walk.,neutral,2023-02-18 00:00:00,User20,Instagram,#Family,27,248,USA,2023,2,18,0
536,536,Lost my keys again.,neutral,2023-06-20 10:00:00,User20,Facebook,#Fun,32,358,Canada,2023,6,20,10
537,537,Just finished reading a book.,negative,2023-08-30 04:00:00,User2,Instagram,#Fun,65,83,Canada,2023,8,30,4
538,538,Watched a new movie.,positive,2023-04-07 08:00:00,User18,Instagram,#Happy #Family #Food,13,264,Australia,2023,4,7,8
539,539,Just finished reading a book.,positive,2023-05-13 05:00:00,User17,Twitter,#Fun,26,456,Australia,2023,5,13,5
540,540,Just finished reading a book.,negative,2023-05-19 09:00:00,User13,Twitter,#Family #Friends #Food,12,260,USA,2023,5,19,9
541,541,Feeling a bit under the weather.,neutral,2023-09-13 09:00:00,User14,Instagram,#Life #Happy #Family,18,344,USA,2023,9,13,9
542,542,Had a productive meeting.,negative,2023-09-10 09:00:00,User18,Twitter,#Travel,29,30,India,2023,9,10,9
543,543,Had a great day at the beach!,negative,2023-05-19 20:00:00,User20,Instagram,#Travel,41,352,Australia,2023,5,19,20
544,544,Feeling a bit under the weather.,positive,2023-07-20 00:00:00,User19,Facebook,#Happy #Life #Chill,39,54,UK,2023,7,20,0
545,545,Bought a new gadget.,negative,2023-02-12 03:00:00,User11,Twitter,#Travel #Life #Chill,84,411,Canada,2023,2,12,3
546,546,Went for a long walk.,positive,2023-12-12 02:00:00,User7,Facebook,#Food #Happy,31,24,USA,2023,12,12,2
547,547,Had a great day at the beach!,negative,2023-02-13 21:00:00,User10,Instagram,#Fun #Life,27,226,Australia,2023,2,13,21
548,548,Went for a long walk.,negative,2023-12-22 15:00:00,User20,Twitter,#Chill #Happy #Travel,17,168,Australia,2023,12,22,15
549,549,Feeling a bit under the weather.,positive,2023-01-17 13:00:00,User2,Twitter,#Fun #Friends,63,266,India,2023,1,17,13
550,550,Feeling a bit under the weather.,positive,2023-05-19 03:00:00,User8,Facebook,#Family #Travel #Sad,12,269,India,2023,5,19,3
551,551,Missed my train this morning.,positive,2023-09-26 20:00:00,User10,Facebook,#Work #Family,55,426,USA,2023,9,26,20
552,552,Met some old friends today.,negative,2023-10-15 16:00:00,User8,Twitter,#Work #Life,22,310,Canada,2023,10,15,16
553,553,Cooked a new recipe.,negative,2023-02-10 05:00:00,User17,Facebook,#Family,36,418,Canada,2023,2,10,5
554,554,Stuck in traffic for hours.,negative,2023-03-24 16:00:00,User1,Instagram,#Happy,2,144,USA,2023,3,24,16
555,555,Went for a long walk.,negative,2023-05-10 17:00:00,User12,Facebook,#Food,59,251,Canada,2023,5,10,17
556,556,Missed my train this morning.,negative,2023-07-20 09:00:00,User4,Instagram,#Work #Travel,48,320,India,2023,7,20,9
557,557,Stuck in traffic for hours.,positive,2023-10-16 20:00:00,User4,Instagram,#Friends #Happy #Family,25,12,USA,2023,10,16,20
558,558,Work was exhausting.,neutral,2023-07-29 04:00:00,User7,Facebook,#Sad,52,418,USA,2023,7,29,4
559,559,Lost my keys again.,positive,2023-01-18 12:00:00,User4,Instagram,#Chill,32,165,UK,2023,1,18,12
560,560,Had a great day at the beach!,negative,2023-10-30 03:00:00,User7,Facebook,#Happy,70,145,USA,2023,10,30,3
561,561,The weather is amazing today.,negative,2023-06-26 12:00:00,User18,Twitter,#Family #Fun,5,254,USA,2023,6,26,12
562,562,Went for a long walk.,neutral,2023-07-25 21:00:00,User10,Instagram,#Friends,60,84,UK,2023,7,25,21
563,563,Nothing much happened today.,positive,2023-04-28 03:00:00,User20,Instagram,#Chill #Fun #Friends,4,360,UK,2023,4,28,3
564,564,Nothing much happened today.,positive,2023-09-05 15:00:00,User10,Facebook,#Travel #Family,38,430,India,2023,9,5,15
565,565,Excited for the weekend!,negative,2023-03-27 06:00:00,User16,Facebook,#Sad #Food,84,494,Australia,2023,3,27,6
566,566,Feeling a bit under the weather.,negative,2023-05-22 23:00:00,User19,Instagram,#Work #Chill,4,25,Canada,2023,5,22,23
567,567,Watched a new movie.,neutral,2023-01-05 17:00:00,User15,Facebook,#Food,37,85,Canada,2023,1,5,17
568,568,Stuck in traffic for hours.,neutral,2023-04-09 05:00:00,User7,Instagram,#Life #Food,13,33,India,2023,4,9,5
569,569,Had a productive meeting.,positive,2023-09-01 17:00:00,User13,Twitter,#Family #Chill #Food,20,216,Canada,2023,9,1,17
570,570,Went for a long walk.,negative,2023-08-02 08:00:00,User11,Facebook,#Fun #Food #Life,62,353,India,2023,8,2,8
571,571,Cooked a new recipe.,neutral,2023-07-02 06:00:00,User18,Instagram,#Work,54,50,Australia,2023,7,2,6
572,572,Went for a long walk.,positive,2023-08-07 19:00:00,User3,Twitter,#Chill,69,51,UK,2023,8,7,19
573,573,Had a productive meeting.,negative,2023-07-08 15:00:00,User10,Twitter,#Happy #Friends,41,217,India,2023,7,8,15
574,574,Just finished reading a book.,negative,2023-01-09 06:00:00,User14,Twitter,#Work,100,89,Australia,2023,1,9,6
575,575,The weather is amazing today.,negative,2023-09-27 05:00:00,User17,Instagram,#Work,24,107,India,2023,9,27,5
576,576,Met some old friends today.,negative,2023-12-03 03:00:00,User15,Facebook,#Work,20,324,India,2023,12,3,3
577,577,Had a productive meeting.,positive,2023-12-16 19:00:00,User2,Instagram,#Happy,92,261,USA,2023,12,16,19
578,578,Watched a new movie.,neutral,2023-08-31 00:00:00,User15,Instagram,#Chill #Food #Friends,82,255,USA,2023,8,31,0
579,579,Had a great day at the beach!,negative,2023-12-24 02:00:00,User15,Instagram,#Travel #Sad,2,421,India,2023,12,24,2
580,580,Stuck in traffic for hours.,neutral,2023-03-20 23:00:00,User7,Facebook,#Happy #Travel #Life,38,429,India,2023,3,20,23
581,581,Nothing much happened today.,positive,2023-08-26 20:00:00,User10,Instagram,#Travel,82,318,India,2023,8,26,20
582,582,Lost my keys again.,negative,2023-06-04 07:00:00,User17,Instagram,#Happy #Work,75,209,Canada,2023,6,4,7
583,583,Had a disappointing experience.,negative,2023-03-22 20:00:00,User7,Instagram,#Sad #Fun,14,96,USA,2023,3,22,20
584,584,Went for a long walk.,neutral,2023-01-15 04:00:00,User17,Facebook,#Sad,9,60,Australia,2023,1,15,4
585,585,Work was exhausting.,neutral,2023-02-25 14:00:00,User20,Instagram,#Life #Happy,54,160,Canada,2023,2,25,14
586,586,Stuck in traffic for hours.,positive,2023-04-16 18:00:00,User3,Twitter,#Chill #Food #Fun,3,341,Australia,2023,4,16,18
587,587,Missed my train this morning.,positive,2023-06-13 09:00:00,User11,Facebook,#Travel #Friends,97,439,Canada,2023,6,13,9
588,588,Had a productive meeting.,negative,2023-01-10 10:00:00,User2,Instagram,#Sad,16,470,Australia,2023,1,10,10
589,589,Went for a long walk.,negative,2023-07-23 07:00:00,User3,Instagram,#Family #Life,52,282,Canada,2023,7,23,7
590,590,Stuck in traffic for hours.,negative,2023-10-05 12:00:00,User7,Twitter,#Travel,52,458,Canada,2023,10,5,12
591,591,Lost my keys again.,positive,2023-08-05 10:00:00,User9,Twitter,#Food #Life,12,77,India,2023,8,5,10
592,592,Enjoyed a delicious meal.,positive,2023-11-19 02:00:00,User18,Facebook,#Sad #Fun,1,300,India,2023,11,19,2
593,593,Had a productive meeting.,negative,2023-11-08 15:00:00,User1,Twitter,#Sad #Fun #Friends,90,385,Canada,2023,11,8,15
594,594,Stuck in traffic for hours.,positive,2023-09-01 19:00:00,User4,Instagram,#Happy #Fun,61,87,UK,2023,9,1,19
595,595,Feeling grateful today.,negative,2023-05-20 04:00:00,User18,Instagram,#Chill #Family,74,313,Australia,2023,5,20,4
596,596,Had a disappointing experience.,positive,2023-02-08 09:00:00,User17,Facebook,#Family,42,315,Canada,2023,2,8,9
597,597,Missed my train this morning.,negative,2023-10-18 15:00:00,User15,Twitter,#Travel #Life #Family,63,64,Australia,2023,10,18,15
598,598,Met some old friends today.,neutral,2023-10-20 18:00:00,User5,Facebook,#Food,98,463,Australia,2023,10,20,18
599,599,Went for a long walk.,positive,2023-06-09 14:00:00,User8,Twitter,#Happy #Chill,4,484,USA,2023,6,9,14
600,600,The weather is amazing today.,neutral,2023-12-11 08:00:00,User3,Facebook,#Fun #Chill #Food,35,244,Canada,2023,12,11,8
601,601,Feeling a bit under the weather.,negative,2023-11-10 14:00:00,User1,Facebook,#Food,87,491,USA,2023,11,10,14
602,602,Looking forward to tomorrow.,neutral,2023-10-03 04:00:00,User9,Instagram,#Life,95,274,Canada,2023,10,3,4
603,603,Nothing much happened today.,neutral,2023-12-13 23:00:00,User1,Facebook,#Chill #Friends #Travel,26,444,Australia,2023,12,13,23
604,604,Feeling a bit under the weather.,negative,2023-08-10 06:00:00,User20,Twitter,#Family #Life #Food,61,475,USA,2023,8,10,6
605,605,Feeling grateful today.,neutral,2023-10-12 17:00:00,User14,Facebook,#Food #Friends,12,276,USA,2023,10,12,17
606,606,Stuck in traffic for hours.,negative,2023-10-01 02:00:00,User1,Facebook,#Food #Travel,40,454,Australia,2023,10,1,2
607,607,Nothing much happened today.,neutral,2023-07-07 12:00:00,User7,Instagram,#Sad #Travel,72,45,USA,2023,7,7,12
608,608,Had a great day at the beach!,neutral,2023-01-01 23:00:00,User11,Twitter,#Friends #Work #Travel,60,233,USA,2023,1,1,23
609,609,Lost my keys again.,negative,2023-01-23 03:00:00,User6,Twitter,#Friends,49,224,USA,2023,1,23,3
610,610,Nothing much happened today.,positive,2023-03-26 19:00:00,User9,Facebook,#Happy #Sad #Travel,1,421,USA,2023,3,26,19
611,611,Had a productive meeting.,negative,2023-05-28 21:00:00,User19,Twitter,#Happy #Work,39,306,India,2023,5,28,21
612,612,Work was exhausting.,positive,2023-07-17 07:00:00,User18,Instagram,#Friends #Food,32,274,Australia,2023,7,17,7
613,613,Met some old friends today.,negative,2023-02-23 19:00:00,User19,Twitter,#Food,41,435,India,2023,2,23,19
614,614,Nothing much happened today.,neutral,2023-10-22 08:00:00,User6,Facebook,#Fun #Work,62,188,Canada,2023,10,22,8
615,615,Feeling grateful today.,positive,2023-07-25 10:00:00,User13,Twitter,#Chill,40,410,USA,2023,7,25,10
616,616,Had a great day at the beach!,positive,2023-10-28 02:00:00,User10,Instagram,#Family #Happy #Fun,34,231,Canada,2023,10,28,2
617,617,Met some old friends today.,positive,2023-06-20 14:00:00,User20,Instagram,#Family #Life #Sad,82,317,Canada,2023,6,20,14
618,618,Feeling grateful today.,negative,2023-01-05 05:00:00,User17,Twitter,#Food,2,112,UK,2023,1,5,5
619,619,Feeling grateful today.,neutral,2023-03-27 21:00:00,User6,Twitter,#Chill #Family #Sad,78,469,USA,2023,3,27,21
620,620,Had a disappointing experience.,positive,2023-03-17 01:00:00,User2,Twitter,#Chill #Work,94,123,USA,2023,3,17,1
621,621,Watched a new movie.,neutral,2023-03-20 17:00:00,User19,Twitter,#Chill #Family,72,430,Australia,2023,3,20,17
622,622,Had a great day at the beach!,positive,2023-04-27 17:00:00,User3,Twitter,#Food #Friends #Family,19,141,Canada,2023,4,27,17
623,623,Work was exhausting.,negative,2023-05-11 18:00:00,User15,Twitter,#Food #Work #Happy,26,70,Canada,2023,5,11,18
624,624,Had a great day at the beach!,negative,2023-02-20 18:00:00,User18,Facebook,#Sad #Family,44,81,India,2023,2,20,18
625,625,Went for a long walk.,neutral,2023-08-14 12:00:00,User6,Facebook,#Life #Friends #Travel,79,469,UK,2023,8,14,12
626,626,Lost my keys again.,neutral,2023-08-14 00:00:00,User7,Facebook,#Fun #Sad #Happy,41,0,UK,2023,8,14,0
627,627,Watched a new movie.,positive,2023-05-04 09:00:00,User10,Twitter,#Happy #Work,70,274,India,2023,5,4,9
628,628,Stuck in traffic for hours.,negative,2023-06-15 18:00:00,User1,Twitter,#Fun #Chill #Sad,100,109,India,2023,6,15,18
629,629,Stuck in traffic for hours.,positive,2023-07-26 12:00:00,User16,Twitter,#Life #Fun,86,169,UK,2023,7,26,12
630,630,Enjoyed a delicious meal.,neutral,2023-06-17 18:00:00,User14,Facebook,#Chill #Family,97,133,UK,2023,6,17,18
631,631,Met some old friends today.,positive,2023-03-07 08:00:00,User17,Twitter,#Life #Fun #Friends,23,346,USA,2023,3,7,8
632,632,The weather is amazing today.,positive,2023-09-30 04:00:00,User2,Facebook,#Sad #Travel,9,298,USA,2023,9,30,4
633,633,Had a disappointing experience.,neutral,2023-03-24 18:00:00,User3,Instagram,#Family #Travel #Happy,71,77,USA,2023,3,24,18
634,634,Looking forward to tomorrow.,negative,2023-04-04 12:00:00,User8,Instagram,#Travel,62,404,USA,2023,4,4,12
635,635,Just finished reading a book.,negative,2023-02-28 19:00:00,User12,Twitter,#Food #Fun,10,338,Canada,2023,2,28,19
636,636,Met some old friends today.,neutral,2023-09-24 23:00:00,User7,Facebook,#Travel,51,330,UK,2023,9,24,23
637,637,Looking forward to tomorrow.,positive,2023-12-11 19:00:00,User15,Facebook,#Happy #Family #Life,85,292,USA,2023,12,11,19
638,638,Met some old friends today.,positive,2023-12-28 20:00:00,User10,Instagram,#Friends,65,18,Australia,2023,12,28,20
639,639,Met some old friends today.,neutral,2023-10-30 11:00:00,User19,Facebook,#Friends #Food,52,59,Australia,2023,10,30,11
640,640,Work was exhausting.,neutral,2023-11-09 04:00:00,User16,Instagram,#Friends,68,283,Canada,2023,11,9,4
641,641,Cooked a new recipe.,neutral,2023-11-22 19:00:00,User15,Facebook,#Happy,76,16,Australia,2023,11,22,19
642,642,Went for a long walk.,positive,2023-01-12 14:00:00,User6,Twitter,#Work #Friends #Sad,18,100,Australia,2023,1,12,14
643,643,Missed my train this morning.,negative,2023-09-12 12:00:00,User7,Facebook,#Sad,25,87,UK,2023,9,12,12
644,644,Had a disappointing experience.,negative,2023-04-25 01:00:00,User3,Twitter,#Chill #Life #Sad,46,270,UK,2023,4,25,1
645,645,Had a productive meeting.,positive,2023-08-03 02:00:00,User13,Facebook,#Travel #Sad #Happy,5,62,USA,2023,8,3,2
646,646,Work was exhausting.,negative,2023-04-26 16:00:00,User16,Facebook,#Work,76,444,UK,2023,4,26,16
647,647,Excited for the weekend!,neutral,2023-07-31 04:00:00,User2,Instagram,#Family #Food #Fun,36,332,Canada,2023,7,31,4
648,648,Looking forward to tomorrow.,positive,2023-03-17 04:00:00,User13,Facebook,#Family #Fun,85,438,Canada,2023,3,17,4
649,649,Feeling a bit under the weather.,negative,2023-09-29 23:00:00,User8,Twitter,#Work,41,226,Canada,2023,9,29,23
650,650,Feeling a bit under the weather.,negative,2023-05-09 13:00:00,User4,Instagram,#Chill,71,0,India,2023,5,9,13
651,651,Feeling a bit under the weather.,neutral,2023-12-12 04:00:00,User17,Facebook,#Family,40,109,Canada,2023,12,12,4
652,652,Had a great day at the beach!,negative,2023-01-07 14:00:00,User7,Facebook,#Family,64,13,India,2023,1,7,14
653,653,Had a great day at the beach!,negative,2023-12-17 13:00:00,User18,Facebook,#Happy #Life #Travel,73,305,India,2023,12,17,13
654,654,Excited for the weekend!,neutral,2023-12-13 04:00:00,User14,Twitter,#Travel,78,412,Australia,2023,12,13,4
655,655,Met some old friends today.,positive,2023-08-11 21:00:00,User14,Facebook,#Work,99,207,Australia,2023,8,11,21
656,656,Lost my keys again.,positive,2023-06-12 04:00:00,User3,Twitter,#Work #Travel,28,355,India,2023,6,12,4
